Date,spread,zscore,rolling_mean,rolling_std,rolling_min,rolling_max
2025-05-02,-59.63737487792969,1.2252808228593592,-65.94286308288574,5.146157588789594,-73.79560089111328,-59.02403259277344
2025-05-05,-57.881126403808594,1.4252155055508047,-65.1471393585205,5.098185450840859,-72.78655242919922,-57.881126403808594
2025-05-06,-56.648948669433594,1.496133952531037,-64.37936592102051,5.166928561783673,-72.78655242919922,-56.648948669433594
2025-05-07,-57.12825012207031,1.2593034196922772,-63.77817993164062,5.280641428890333,-72.78655242919922,-56.648948669433594
2025-05-08,-57.856475830078125,1.03767719480318,-63.03167610168457,4.987293059464452,-71.46556091308594,-56.648948669433594
2025-05-09,-57.53215789794923,1.010360737967993,-62.37891731262207,4.797058350090379,-71.46556091308594,-56.648948669433594
2025-05-12,-59.70376586914064,0.4822838367768643,-61.85345230102539,4.457305569789055,-71.46556091308594,-56.648948669433594
2025-05-13,-58.93250274658203,0.591586926358507,-61.226799392700194,3.878207147410486,-68.24988555908203,-56.648948669433594
2025-05-14,-56.932464599609375,1.030999967079514,-60.660928344726564,3.616356803268101,-67.1343765258789,-56.648948669433594
2025-05-15,-57.49385070800781,0.7930331224287935,-60.24770545959473,3.4725595611350806,-67.1343765258789,-56.648948669433594
2025-05-16,-57.577880859375,0.7039039804559343,-59.76988067626953,3.114060834653503,-66.85517883300781,-56.648948669433594
2025-05-19,-57.462059020996094,0.6798223666521159,-59.32885055541992,2.7459989932621833,-66.85517883300781,-56.648948669433594
2025-05-20,-57.70658874511719,0.5504900704210868,-58.87142105102539,2.1159914928478,-66.27818298339844,-56.648948669433594
2025-05-21,-55.949401855468764,1.8139560320966637,-58.35498199462891,1.3261512939647442,-60.531959533691406,-55.949401855468764
2025-05-22,-56.6150360107422,1.1990912378288638,-58.17076377868652,1.2974223469109818,-60.531959533691406,-55.949401855468764
2025-05-23,-55.24192810058594,1.9094074773188592,-57.98165855407715,1.4348589738101745,-60.531959533691406,-55.24192810058594
2025-05-27,-57.201393127441406,0.4756216019351557,-57.86622352600098,1.3978137154716817,-60.531959533691406,-55.24192810058594
